db_name;table_name;table_is_view;query
Credel;vcc_wdgold;1;create view credel.vcc_wdgold (codeclient,nonclient,rue1,rue2,rue3,codepostal,ville,pays,telephone,fax,siret,email,codeape,typeclient,motcle,litige,civilite,responsable,secteur,canton,idtva,prospect,regroupe,categorie,stat,codehrs,ventilhrs,libetypc,liblitige,bloquant,civcontact,nomcontact,prencontact,telecontact,gsmcontact,faxcontact,mailcontact) as select x0.code_cli ,x0.rais_cli ,x0.adr1_cli ,x0.adr2_cli ,x0.adr3_cli ,x0.codp_cli ,x0.vill_cli ,x0.pays_cli ,x0.tele_cli ,x0.faxe_cli ,x0.sire_cli ,x0.emai_cli ,x0.niso_cli ,x0.type_cli ,x0.mcle_cli ,x0.litg_cli ,x0.init_cli ,x0.resp_cli ,x0.sect_cli ,x0.cant_cli ,x0.tvac_cli ,x0.pros_cli ,x0.regr_cli ,x0.catg_cli ,x0.stat_cli ,x0.chrs_cli ,x0.vhrs_cli ,x1.libe_typc ,x2.libe_ltg ,x2.type_ltg ,x3.init_cont ,x3.nomc_cont ,x3.pren_cont ,x3.telb_cont ,x3.telp_cont ,x3.faxe_cont ,x3.emai_cont from credel.fclient x0 ,credel.ftypecli x1 ,credel.flitige x2 ,outer(credel.fcontact x3 ) where (((x1.code_typc = x0.type_cli ) AND (x2.code_ltg = x0.litg_cli ) ) AND (x3.ccli_cont = x0.code_cli ) ) #
Credel;vcc_venmod;1;create view credel.vcc_venmod (vmod_csoc,vmod_depo,vmod_tama,vmod_exma,vmod_taat,vmod_exat) as select x0.csoc_vmod ,x0.depo_vmod ,x0.tama_vmod || 'RD' || x0.sema_vmod || x0.acma_vmod ,x0.exma_vmod || 'RD' || x0.sema_vmod || x0.acma_vmod ,x0.taat_vmod || 'RD' || x0.seat_vmod || x0.acat_vmod ,x0.exat_vmod || 'RD' || x0.seat_vmod || x0.acat_vmod from credel.fvennmod x0 #
Credel;vcc_venfam;1;create view credel.vcc_venfam (vfam_csoc,vfam_depo,vfam_tama,vfam_exma,vfam_taat,vfam_exat) as select x0.csoc_vfam ,x0.depo_vfam ,x0.tama_vfam || 'RD' || x0.sema_vfam || x0.acma_vfam ,x0.exma_vfam || 'RD' || x0.sema_vfam || x0.acma_vfam ,x0.taat_vfam || 'RD' || x0.seat_vfam || x0.acat_vfam ,x0.exat_vfam || 'RD' || x0.seat_vfam || x0.acat_vfam from credel.fvennfam x0 #
Credel;vcpt;1;create view credel.vcpt (societe,datemvt,compte,libelle,etablissement,service,activite,nature,mdebit,credit) as select x0.csoc_mvana ,x0.dpie_mvana ,x0.ncpt_mvana ,x1.nintcg_planc ,x0.depa_mvana ,x0.sera_mvana ,x0.acta_mvana ,x0.cess_mvana ,x0.debi_mvana ,x0.cred_mvana from credel.fmvanacpt x0 ,credel.fcompcpt x1 where ((x1.csocie_planc = x0.csoc_mvana ) AND (x1.nclecg_planc = x0.ncpt_mvana ) ) #
Credel;vcc_himatpce;1;create view credel.vcc_himatpce (hsociete,hdepot,hnumor,hnumfact,hdatefact,hcodeclient,hnomclient,htypefact,hnatligne,hreference,hlibelle,hfourligne,hfamligne,hquantite,hprixunitaire,hprixtar,hremise,hhtnet,hachatunite,himmatricul,hcvin,hdatentree,hdsortie,hkilmor) as select x1.csoc_hlafac ,x1.depo_hlafac ,x1.nume_hlafac ,x1.nfac_hlafac ,x1.dfac_hlafac ,x1.ccli_hlafac ,x0.nomc_hefac ,x1.tfac_hlafac ,x1.natl_hlafac ,x1.refe_hlafac ,x1.libe_hlafac ,x1.four_hlafac ,x1.cfam_hlafac ,x1.qtte_hlafac ,x2.pxun_hlfac ,x2.ptar_hlfac ,x2.mrem_hlfac ,x2.pxht_hlfac ,x2.pach_hlfac ,x0.imat_hefac ,x0.cvin_hefac ,x0.dent_hefac ,x0.dsor_hefac ,x0.kilm_hefac from credel.fhisefac x0 ,credel.fhislfac x1 ,credel.pxhlfac x2 where ((((((((((((((((((((x1.csoc_hlafac = x2.csoc_hlfac ) AND (x1.depo_hlafac = x2.depo_hlfac ) ) AND (x1.nfac_hlafac = x2.nfac_hlfac ) ) AND (x1.dfac_hlafac = x2.dfac_hlfac ) ) AND (x1.ccli_hlafac = x2.ccli_hlfac ) ) AND (x1.tfac_hlafac = x2.tfac_hlfac ) ) AND (x1.acci_hlafac = x2.acci_hlfac ) ) AND (x1.nume_hlafac > 0 ) ) AND (x1.nbon_hlafac > 0 ) ) AND (x1.nbon_hlafac = x2.nbon_hlfac ) ) AND (x1.nlig_hlafac = x2.nlig_hlfac ) ) AND (x0.csoc_hefac = x1.csoc_hlafac ) ) AND (x0.depo_hefac = x1.depo_hlafac ) ) AND (x0.nfac_hefac = x1.nfac_hlafac ) ) AND (x0.dfac_hefac = x1.dfac_hlafac ) ) AND (x0.ccli_hefac = x1.ccli_hlafac ) ) AND (x0.tfac_hefac = x1.tfac_hlafac ) ) AND (x0.acci_hefac = x1.acci_hlafac ) ) AND (x0.nuor_hefac = x1.nume_hlafac ) ) AND (x1.natl_hlafac IN ('P' ,'K' ,'N' ,'D' )) ) #
Credel;vcc_sumcamecano;1;create view credel.vcc_sumcamecano (societe,depot,salarie,periode,natureligne,montantratio) as select x0.societe ,x0.depot ,x0.salarie ,credel.yrmo(x0.dateor ,' ' ),x0.natureligne ,sum(x0.montantratio ) from credel.vcc_camecano x0 group by x0.societe ,x0.depot ,x0.salarie ,4 ,x0.natureligne #
Credel;vcc_mouvcpt;1;create view credel.vcc_mouvcpt (societe,prefixe,compte,libecompte,libetier,datemvt,piece,libelle,debit,credit) as select x0.csoc_mvcpt ,x0.pref_mvcpt ,x0.ncpt_mvcpt ,x1.nintcg_planc ,x2.rais_tier ,x0.dpie_mvcpt ,x0.npie_mvcpt ,x0.libe_mvcpt ,x0.debi_mvcpt ,x0.cred_mvcpt from credel.fmouvcpt x0 ,outer(credel.fcompcpt x1 ) ,outer(credel.ftiercpt x2 ) where (((((((x1.csocie_planc = x0.csoc_mvcpt ) AND (x1.nclecg_planc = x0.ncpt_mvcpt ) ) AND (x0.cmvc_mvcpt = 0 ) ) AND (x0.cess_mvcpt = 0 ) ) AND (x2.csoc_tier = x0.csoc_mvcpt ) ) AND (x2.pref_tier = x0.pref_mvcpt ) ) AND (x2.code_tier = x0.ncpt_mvcpt ) ) #
Credel;vcc_salar;1;create view credel.vcc_salar (societe,depot,magasinier,nomsalarie,anneemois,annee,mois,mag_mod_brut,mag_mod_net,mag_mod_achat,mag_piece_b,mag_piece_n,mag_piece_a,totmagbrut,totmagnet,totmagachat,atel_div_b,atel_div_net,atel_div_achat,atel_mo_net,atel_forf_b,atel_forf_net,tale_forf_achat,atel_piece_b,atel_piece_net,atel_piece_achat,totatelbrut,totatelnet,totatelachat) as select distinct x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,x1.noms_sal || x1.pren_sal ,x0.yrmo_cacl ,x0.year_cacl ,x0.mois_cacl ,credel.casalarie('M' ,'B' ,'T' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'T' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'T' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'B' ,'P' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'P' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'P' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'B' ,'X' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'X' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'X' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'D' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'D' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'D' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'M' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'F' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'F' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'F' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'P' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'P' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'P' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'X' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'X' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'X' ,'S' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,'0' ,'0' ,x0.yrmo_cacl )from credel.fcacli x0 ,credel.fsalar x1 where (((x1.csoc_sal = x0.csoc_cacl ) AND (x1.depo_sal = x0.depo_cacl ) ) AND (x1.code_sal = x0.maga_cacl ) ) #
Credel;vcc_salarfour;1;create view credel.vcc_salarfour (societe,depot,magasinier,nomsalarie,fournisseur,nomfourniss,anneemois,annee,mois,mag_piece_b,mag_piece_n,mag_piece_a,totmagbrut,totmagnet,totmagachat,atel_piece_b,atel_piece_net,atel_piece_achat,totatelbrut,totatelnet,totatelachat) as select distinct x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,x1.noms_sal || x1.pren_sal ,x0.four_cacl ,x2.rais_four ,x0.yrmo_cacl ,x0.year_cacl ,x0.mois_cacl ,credel.casalarie('M' ,'B' ,'P' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'P' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'P' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'B' ,'X' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'X' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'X' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'P' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'P' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'P' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'X' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'X' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'X' ,'F' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,'0' ,x0.yrmo_cacl )from credel.fcacli x0 ,credel.fsalar x1 ,credel.ffournis x2 where ((((x1.csoc_sal = x0.csoc_cacl ) AND (x1.depo_sal = x0.depo_cacl ) ) AND (x1.code_sal = x0.maga_cacl ) ) AND (x0.four_cacl = x2.code_four ) ) #
Credel;vcc_stock;1;create view credel.vcc_stock (csoci,depot,refer,fourn,casie,cgest,ctype,categ,statu,clots,prxmp,ddent,ddsor,ddinv,ddefc,cumen,cumso,seuil,maxim,qtcde,qtres,qtite,valer) as select x0.csoci_stk ,x0.depot_stk ,x0.refer_stk ,x0.fourn_stk ,x0.casie_stk ,x0.cgest_stk ,x0.ctype_stk ,x0.categ_stk ,x0.statu_stk ,x0.clots_stk ,x0.prxmp_stk ,x0.ddent_stk ,x0.ddsor_stk ,x0.ddinv_stk ,x0.ddefc_stk ,x0.cumen_stk ,x0.cumso_stk ,x0.seuil_stk ,x0.maxim_stk ,x0.qtcde_stk ,x0.qtres_stk ,x0.qtite_stk ,x0.valer_stk from credel.fstock x0 #
Credel;vcc_socfac;1;create view credel.vcc_socfac (codsoc,codep,nomsoc,nomdep) as select distinct x0.csoc_tva ,x0.depo_tva ,x1.rais_soc ,x2.rais_dep from credel.ftva x0 ,credel.societe x1 ,credel.depot x2 where (((x1.code_soc = x2.csoc_dep ) AND (x0.csoc_tva = x2.csoc_dep ) ) AND (x0.depo_tva = x2.code_dep ) ) #
Credel;vcc_seract;1;create view credel.vcc_seract (groupe_service,libe_groupe,service,libeservice,activite,libactivite) as select x0.code_gscpt ,x0.libe_gscpt ,x1.code_secpt ,x1.libe_secpt ,x2.code_accpt ,x2.libe_accpt from credel.fgsecpt x0 ,credel.fsercpt x1 ,credel.factcpt x2 where ((x1.rser_secpt = x0.code_gscpt ) AND (x2.serv_accpt = x1.code_secpt ) ) #
Credel;vcc_salarffam;1;create view credel.vcc_salarffam (societe,depot,magasinier,nomsalarie,fournisseur,nomfourniss,famille,anneemois,annee,mois,mag_piece_b,mag_piece_n,mag_piece_a,totmagbrut,totmagnet,totmagachat,atel_piece_b,atel_piece_net,atel_piece_achat,totatelbrut,totatelnet,totatelachat) as select distinct x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,x1.noms_sal || x1.pren_sal ,x0.four_cacl ,x2.rais_four ,x0.cfmo_cacl ,x0.yrmo_cacl ,x0.year_cacl ,x0.mois_cacl ,credel.casalarie('M' ,'B' ,'P' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'P' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'P' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('M' ,'B' ,'X' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('M' ,'N' ,'X' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('M' ,'A' ,'X' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'P' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'P' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'P' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('A' ,'B' ,'X' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('A' ,'N' ,'X' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl ),credel.casalarie('A' ,'A' ,'X' ,'M' ,x0.csoc_cacl ,x0.depo_cacl ,x0.maga_cacl ,'0' ,x0.four_cacl ,x0.cfmo_cacl ,x0.yrmo_cacl )from credel.fcacli x0 ,credel.fsalar x1 ,credel.ffournis x2 where ((((x1.csoc_sal = x0.csoc_cacl ) AND (x1.depo_sal = x0.depo_cacl ) ) AND (x1.code_sal = x0.maga_cacl ) ) AND (x0.four_cacl = x2.code_four ) ) #
